image_id,description,height,width,path
91fHUeq2prL,"The once unsettled wilderness of the Wild West is depicted in this artistic treatment of the United States map. Various browns and greens bring a bit of nature and an antique feel to this piece, which is housed in a weathered-look white wood frame.. Modern treatment of antique-look map. Printed on wood with satin finish; weathered-look white wood frame. 30"" x 30"". Made to order",2560,2560,53/53ff91f5.jpg
71kXTVDB5AL,"Set of 4 pry bars/nail pullers, including: 11-3/4"" flat pry bar, 7"" flat pry bar, 10"" cat claw pry bar, and 11-3/4"" heavy duty nail puller. Claw-style design for removing headless nails without excessive damage to surrounding wood. Made of high-quality alloy steel that’s been forged with a hardening process to ensure reliable strength. Handles made of durable solvent-resistant vinyl for a secure, comfortable grip and reduced hand fatigue. Backed by an AmazonBasics 1-year limited warranty",2320,2320,ed/ed5bb40d.jpg
71RYCmhaZZL,"One 8-ounce resealable pouch of shredded pizza blend cheese (low-moisture whole milk mozzarella cheese, smoked provolone cheese, Parmesan cheese and Romano cheese). Contains milk. Good source of calcium. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2212,1534,c7/c7c3e722.jpg
51upfwMEvTL,"One 30-ounce jar of strawberry preserves. No artifical colors. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand. If you like Nature Nate's 100% Pure, Raw and Unfiltered Honey, we invite you to try Solimo Strawberry Preserves",1033,600,ba/ba4b4a61.jpg
71SiSSChdOL,"This modern loveseat sports a tufted back, a strong profile, and tapered wooden legs, giving it a minimalist yet retro feel that makes it instantly appealing. The leather upholstery and solid-wood frame make this piece both cozy and reliable.. 64.2""W x 35.8""D x 33.1""H. Solid wood frame and legs; leather upholstery. A solid wood frame and leather upholstery make this loveseat as practical as it is stylish.. A tufted back adds elegance to this minimalist design.. Assemble in 15 minutes or less. Wipe clean with a soft, dry cloth.. Free returns for 30 days. 1-year warranty.",1406,2560,e9/e9440008.jpg
71u4rY99sTL,"One 12-ounce stand-up, resealable bag.. Pure almonds, nothing added.. Happy Belly Sliced Almonds are ready to go for all your recipe and snacking needs.. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2272,1821,4b/4ba55a5d.jpg
814wUYbrRbL,,1614,2560,41/411c1c2a.jpg
91B5LtQ9cPL,"This cable knit beanie made with super soft cotton is perfect for all winter outdoor activities. At Goodthreads, we are on a mission to create incredible clothes crafted with care",2560,2493,92/92522b02.jpg
716Lf1VjEAL,"Diamond-cut hoop earrings crafted from sterling silver reflect and glitter in light. Clutchless hoop closure. Rhodium plated silver. Imported. These silver pieces are built for longevity. This piece features a metal plating or flashing, or an electrocoating for a more lustrous appearance, but it can wear off with long-term or heavy use. To ensure the longevity of your plated items store your jewelry in a dark, cool, dry place such as a pouch or air tight box and avoid rubbing plated items together. Also try to avoid exposure to cleaning products and perfume which can both negatively affect your items. Your local jeweler can advise you where to send your jewelry if you would ever like them replated.",2560,1222,7f/7fb4ec4e.jpg
A1zwgE-pT2L,"This modern art print will bring color to any space while making a big impression on a wall in a living room or bedroom. This mural is actually in 9 separate pieces, each measuring 16"" x 16"", that mount together in a grid pattern.. Modern floral scene in mural grid presentation. Printed on solid Baltic birch wood with keyholes on back for hanging; mounting hardware not included. 48"" x 48"". Made to order",2545,2560,0c/0c89365f.jpg
71AKKPB-1UL,"Tested and proven to remove contaminants to deliver fresh, clean water. Offers a precise, leak-proof fit with easy installation. Uses a leak-proof filter and coconut shell carbon to trap contaminants. Reduces chlorine and improves water’s smell and taste: Tested and Certified by NSF International against NSF/ANSI Standard 42. Lead-free: Tested and certified by NSF/ANSI 372. For best performance, change filter every 6 months or 300 gallons, whichever comes first. Replacement model:Samsung DA29-00003G, DA29-00003B, DA29-00003A, DA29-00003D, HAFCU1, HAFCU1/XAA, RSG257AARS, RFG237AARS, RF268ABRS, RF267AERS, RFG297AARS",2000,2000,65/65ca6787.jpg
41YZdSq2qBL,"A traditional floor lamp with swing arm marries style and function. Metal base and swing arm with brushed nickel finish; off-white linen hardback shade. LED bulb included. Dimensions: 14.00""W x 20.00""D x 58.00""H. Assemble in 15 minutes or less",1010,1010,98/981466b0.jpg
51drZD4sNgL,"24 French Roast single serve cups. Dark roast coffee with a smooth finish. 100% Arabica coffee. Compatible with 1.0 and 2.0 k-cup brewers. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0386. An Amazon brand",468,500,7d/7df6680a.jpg
81QydMYAaOL,"30g Vegan Plant-Based Protein. 6g Branch Chain Amino Acids (BCAA) + 5.5g Glutamic Acid.. Support lean muscle mass & workout recovery.. 2 billion CFU Probiotics.. Certified GMO-Free, Certified Vegan.. Brought to you by Whole Foods Market. When it comes to innovative flavors and products sourced from artisans and producers around the world, the Whole Foods Market brand has you covered. Amazing products, exceptional ingredients, no compromises.",2560,1664,00/00a45301.jpg
61kVdTXTJ4L,,2000,2000,87/874f86c4.jpg
81a9D1OWdpL,"This striking series of three triangles gives a contemporary flair and hint of glam to your room with its pink and grey hues. The eclectic, modern piece arrives ready to hang and to add sophistication to your room.. Contemporary colors and shapes. On paper and encased behind glass in wood frame with white finish. 26"" x 38"". Ready to hang with hardware included.. Made to order",2560,2560,e6/e64740d7.jpg
A1A3cHQ+-rL,"76% Wool, 24% Rayon. Imported. Make a distinctive style statement with this unique rug in a tranquil aqua hue. It features a subtle diamond pattern crafted from blended fibers that are processed with a special dye technique, resulting in alluring texture and tone.. Eye-catching style for casual spaces. Hand woven. Made in India.. Ideal for any furnished area in high traffic rooms. 8' x 10'. Pairs with a rug pad (sold separately). Ships tightly rolled in a protective bag. Unroll, allow a few days for natural fibers to settle.",2560,2560,47/47f73b68.jpg
91DL2D1gd1L,"This is definitely not your dad's old overstuffed recliner. This chair features graceful style, neutral colors and durable fabric. With its rolled arms and tufted back, it has the right touches of modern and classic to blend with most decor.. 35""W x 40""D x 41""H; Seat Height: 20""H ; Seat Depth: 21""D; Seat Back Height: 41""H; Arm Height: 24""H; Front legs: 5.625""H; Back legs: 4.75""H. Durable cotton fabric, sturdy pine wood frame. Modern and classic come together for a transitional style. Push back reclining mechanism; removable and reversible seat cushion. No assembly required. Free returns for 30 days. 3-year warranty.",2560,2560,5a/5aac6ba1.jpg
91g1O26okqL,"One box of 15 tea bags. Packed on shared equipment with almonds, coconut. An Amazon brand. One box of 15 tea bags. Packed on shared equipment with almonds, coconut. An Amazon brand",2236,1638,fd/fdd2c1f3.jpg
516VDAEVA4L,"Pair of sling arm chairs for outdoor use. Frame made of durable yet lightweight cast aluminum. Seat and back made of springy yet firm, weather-resistant texilene fabric. Seat back is curved for lumbar support. Measures 44 inches tall, 24-1/2 inches wide from arm to arm; weight capacity of 250 pounds",500,492,5e/5ecac7fc.jpg
71yF2saO48L,"Tested and proven to remove contaminants to deliver fresh, clean water. Offers a precise, leak-proof fit with easy installation. Uses a leak-proof filter and coconut shell carbon to trap contaminants. Reduces chlorine and improves water’s smell and taste: Tested and Certified by NSF International against NSF/ANSI Standard 42. Lead-free: Tested and certified by NSF/ANSI 372. Reduces lead, cyst, benzene, carbofuran, and endrin: Tested and certified by NSF/ANSI 53. Reduces phenytoin, ibuprofen, naproxen, estrone, bisphenol A and nonyl phenol: Tested and certified by NSF/ANSI 401. For best performance, change filter every 6 months or 300 gallons, whichever comes first. Replacement model: GE MWF, MWFA, GWF, GWF01, GWFA, GWF06, and Kenmore 9991,46-9991, 469991.",2000,2000,07/0701d05f.jpg
71rI4ECIQmL,"Brought to you by Whole Foods Market. Specialty whole bean coffee. Light roast. Herbal, fragrant, grapefruit",2500,1350,ab/ab521bac.jpg
61+LBvNDUzL,"2-tier shoe rack for use in closets, entryways, bedrooms, and more. Lightweight metal construction with slatted design, open sides and front. Non-slip textured shelving bars for placing shoes, boots, sandals, slipper and more. Adjustable design allows you to expand and retract the rack either horizontally or vertically for a custom fit. Quick and easy tool-free assembly. Rose gold color",1861,1861,12/12fd94df.jpg
61iEoKWReNL,Brought to you by Whole Foods Market. Organic whole cashews. Roasted and unsalted. Certified organic,1000,823,67/6706467c.jpg
71SQSraI7rL,Charging station for Nintendo Switch Joy-Con controllers; charges up to 4 Joy-Cons at a time (Joy-Con controllers not included). Charges all 4 controllers in about 3.5 to 4 hours; 4 individual LED charging indicators (red for charging; green for fully charged). Over-current and over-voltage protection; anti-slip base with 4 rubber feet for stability. 2.6-foot fixed USB-A cable; plug USB cord into a power supply or Nintendo Switch dock to activate charging. Backed by an AmazonBasics limited 1-year warranty,1916,2008,d3/d32e2d7d.jpg
81b98OOAP-L,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. We’ve combined organic blackberries, organic cane sugar and natural fruit pectin (that’s what makes it jam-y) to create a fruit conserve that leaves us giddy with sweet delight.. Seedless, quality ingredients, delicious flavor.. Sodium free, fat free.. Certified Organic, Vegan.",2560,1486,a7/a723ce88.jpg
A19dc-hOcyL,"This elegant slipcover swivel accent chair in Melrose Blue is made to order just for you. Upholstered in high-performance twill fabric that is comfortable and durable, its slender design makes it practical even in small spaces.. Sturdy metal base, solid wood frame, durable performance fabric; no assembly required. Swivel mechanism allows you to turn in any direction. Care Instructions: Vacuum or lightly brush; spot clean with a damp cloth if needed. Product Dimensions: 30""W x 35""D x 33""H; seat height is 20"". Free returns for 30 days; 3-year warranty",2560,2560,59/5944b05d.jpg
51nyDMjCmHL,"8.5""W x 8.5""D x 18""H. Table lamp with a textured ceramic base with a silver reactive glaze; brushed-nickel accents; off-white linen shade. Transitional color and a modern design make this the perfect table lamp with a pop of texture blending with a variety of styles and decor.. 1 60-watt equivalent LED bulb included. Assemble in 15 minutes or less. For indoor use only",1000,1000,0c/0c84de5f.jpg
61aOviEQYfL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. A superb spice which adds a flavorful warmth to any baking recipe.. Product of USA.. Certified Organic, Certified Kosher.",1000,411,6d/6d50769b.jpg
71sfTsON-XL,"3 AC outlets and 4 USB ports; electrical ratings of 15A, 120V, and 1800W; high speed charging up to 2.4 amp (total output 5V/3.4A for 4 ports); spaced outlets for large plugs. Effectively protects devices from power surges and spikes; 1080 Joule energy rating and fireproof MOV; EMI/RFI Noise Filtration up to 40dB reduction. Mounting clamp allows power station to be attached to a desk or cubicle for easy access; space-saving design reduces clutter and tangles. UL and cUL Certified for high standards of safety. AC and USB outlet desktop power station and surge protector with 6-foot 14AWG heavy duty power cord with 90 degree swivel. Power on/off switch integrates with a 15Amp resettable circuit breaker; LED light visually indicates grounding and surge protection; USB power supply continues to charge devices when AC outlet is turned off",2560,2560,01/01aaba7a.jpg
91nZLQ1yHcL,"This modern take on botanical prints brings a nice touch of nature to your room. This piece depicting a green fern will provide a nice pop of soothing color while blending with your existing styles.. Modern treatment of classic botanical print. Hand-stretched canvas on wood. Ready to hang, all hardware included.. 10"" x 15"". Made to order",2560,1709,81/81b0b21f.jpg
A1SkEZZFKtL,"This rug’s bold repeating geometric pattern is in chic colors of green and cream, ensuring that it will blend with both contemporary and classic decors. A wool-and-cotton blend creates a semiplush feel perfect for any space that needs an accent or a touch of color.. 4'W x 6'L. 80% wool, 20% cotton. Handtufted with a geometric pattern. The medium 0.3"" pile suits any indoor space.. Pair with rug pad (sold separately)",2560,2560,3d/3d172f30.jpg
91qrGNSPDjL,"Take organization to a whole new level with this chalk board, which doubles as decorative wall art. Keep track of soccer games, doctor appointments and more on this handsome board, which is housed in a wood frame enhanced with gold foil.. 36.5""W x 24.5""H. Chalk board in hardwood frame with gold finish. Contemporary framed chalk board with glam gold foil. Ready to hang, all hardware included",2560,2560,0d/0dee7e00.jpg
91jYqVd6O0L,"Round-seat patio cushion (set of 2) made of 100% polyester canvas with decorative tufting. Specially treated fabric stands up to the elements (water repellent, oil repellent, UV resistant). Overstuffed for extra comfort and longevity; filling material uses 100% recycled post-consumer plastic bottles. Suitable for indoor or outdoor use; spot clean only; choice of color/pattern. Measures 19 by 19 by 5 inches (LxWxH)",2560,2560,41/419a8d0b.jpg
51Ph-DzBSXL,"Includes an AmazonBasics Apple Certified Lightning to USB Cable - 6 Feet, White and Otterbox iPhone 6 Case - Defender Series. Defender case features a robust, 3-layer protective case withstands drops, bumps and shock.. Built-in screen protector guards against scratches.. Port covers keep out dust and debris. Compatible with AmazonBasics Lightning cable.. Belt-clip holster included that doubles as a kickstand for hand-free media viewing.",500,500,2d/2d0dbe60.jpg
61IxhujxkxL,Memory Foam insole. Classic Styling. Canvas,1143,2332,69/69787ec4.jpg
71iQTt0ov6L,"A single bench cushion brings visual unity and gently sloping armrests give it a sleek, comfortable style. With a solid-wood frame and strong brass legs, this love seat offers durability and elegance.. Overall: 63.8""W x 37.8""D x 35.4""H. Seat Height: 18.11""H; Seat Depth: 22""D; Seat Back Height: 17.3""H; Arm Height: 23.6""H; Leg Height: 7.1""H. Solid-wood frame with brass metal legs and genuine leather upholstery. Bench seat cushion with removable back cushions. Simple assembly in less than 15 minutes. Free returns for 30 days. 1-year warranty.",1707,2560,8b/8be49629.jpg
91zCDbtMe2L,"Single-handle bag in faux leather featuring layered flap with suede accents and expanding gusset side panels. Adjustable cross-body strap with dog-leash hardware. Pockets: 1 interior slip. This bag fits a smart phone, cosmetics, compact, and cards",2560,2290,bf/bfb6e1ce.jpg
61egUOZ2duL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Organic Wide Egg Noodles simple and delicious, no pantry should be without our organic egg noodles. Made with organic durum wheat semolina and cage-free eggs, our noodles are rich and full of flavor.. Because they're sturdier than your average noodle, they hold up well in any dish- from soups and stews to stroganoffs and stir-fries.. Low Fat, Sodium Free.. Certified Organic, Certified Kosher, Vegetarian.",584,1000,00/006f89fc.jpg
811Nedc7TaL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Triple milled.. With aloe vera.. No added Parabens, Phthalates, Sodium Lauryl or Laureth Sulfate.. Certified Sustainable Palm Oil.",1821,2560,6a/6a18fe38.jpg
61Orq8va0ZL,"Includes 2 USB 3.0 ports (blue terminal) and 5 USB 2.0 ports (white terminal) for connecting multiple peripherals to PCs and laptops. The 2 USB 3.0 ports (blue terminal) support 5Gbps high-speed transmission and are backwards compatible with USB 2.0 (480Mbps). The 5 USB 2.0 ports (white terminal) support 480Mbps transmission. In order to benefit from USB 3.0 high-speed charging all devices/cables connected must support USB 3.0 specifications.. The first USB 3.0 port (with lightning symbol) provides a 1.5 Amp output and can be used to charge your device. The second USB 3.0 port (without lightning symbol) provide a 900mA output while the USB 2.0 ports can provide a 500mA output each. Please use the DC Adapter (included) when connecting high-current devices and ensure total consumption across all connected devices does not exceed 4A.. Compatible with all major operating systems including Windows Vista, Windows XP, Windows Me, Windows 2000, Windows 7, Windows 8, Windows 10, and Mac OS X v10.8-10.12.5.. Slim case takes up minimal desk space and is easy to travel with. Includes a 5V/4A DC Power Adapter (20W) and USB 3.0 Micro-B to USB-A data cable. Backed by an AmazonBasics 1-Year Standard Limited Warranty",2069,2069,fc/fcdc6d29.jpg
41BDdweh0LL,"Single, 3.4 oz artisan bread. Non-GMO artisan Ciabatta bistro roll",500,493,5b/5b5fbebf.jpg
51Tyu1HxS-L,"Brought to you by Whole Foods Market.  Our standards are what set us apart, and our quality is what keeps us stocking pantries, fridges and freezers with the best natural and organic 365 Everyday Value products every day.. Our Sushi Rice is a short grain rice of the Akita Komachi and Koshihikari varieties grown in a climate in California that mimics that of the famous Akita Region of Japan.. This renowned rice is preferred among professional sushi chefs for its sticky texture and manageability. Recreate your favorite sushi experience at home. Enjoy!  Rice grown in the USA.. Fat Free. Sodium Free.. Certified GMO-Free, Certified Kosher, Certified Vegan.",1000,620,a5/a58bf332.jpg
51pzmG7A+VL,Brought to you by Whole Foods Market. Fair trade certified vanilla extract & cane sugar,390,500,c6/c6130b1f.jpg
71TWlh4GmVL,"Amazon partnered with PUMA to deliver a new comfort-first athleisure collection, matching Amazon’s customer knowledge with PUMA's product expertise. In all of the CARE OF by PUMA footwear we've added a cushioned insole that is flexible and breathable to keep you comfortable throughout your busy lifestyle. Wear these Stacked Leather Low Top Sneakers with leggings or jeans for Maximum Comfort and Style.. An Amazon Brand. Designed in Europe - please refer to size chart for specific measurements to achieve the perfect fit",2560,1969,97/97552694.jpg
816t1Dx4EjL,"Cut-pile carpet mat with vinyl backing for commercial or home use. Catches dirt and moisture from being tracked into any room. Can be used as an anti-fatigue mat for standing work environments. Heavy-duty construction withstands daily use and stands up to wear and tear. Non-slip backing keeps mat firmly in place on a variety of surfaces. Use in entryways, hallways, behind counters, at workstations, and more",2560,2560,04/04b06a2a.jpg
81d57tQq2rS,"Set of 3 rust-resistant iron hose stakes with a weathered, green patina finish. A 6-inch ground rod gives each stake ample security. Center hose section spins to allow hoses to glide along track. No assembly required on arrival; coordinating hose mount available separately. Each measures 12 inches long, including a 6-inch ground rod, and 2 inches thick",2500,2201,bc/bc236f36.jpg
A1al+R9mAjL,"80% Wool 20% Cotton. Imported. Create a serene atmosphere with this causal, multi-colored striped rug. The rich earth tones and soft texture pull a traditional or transitional style room together, making it a great finishing touch to your living space.. Modern multi-colored stripe pattern adds tranquility. Hand loomed. Made in India.. Resilient and long-lasting. 5' x 8'. Pairs with a rug pad (sold separately). Ships tightly rolled in a protective bag. Unroll, allow up to a week for synthetic fibers to settle",2560,2560,38/380f5c0a.jpg
A1MSfz25rQL,"5'W x 7'6""L. 100% microfiber polyester. Power-loomed low .25"" pile; suits any indoor space. The low .25"" pile makes this transitional rug ideal for high traffic areas.. Pair with a rug pad (sold separately)",2560,2560,b3/b3570b5d.jpg
91YzWMw-G1L,"Bring a touch of farm life to your interior spaces with this high quality giclee print. It features a full color image of a brown horse looking into the camera as if to say, ""I'm ready for my close-up."" It comes matted and ready to hang in a brown wood colored frame.. 13""W x 15""H. Rustic wood colored frame, paper and glass. Modern, rustic style. Ready to hang, all hardware included",2560,2560,6d/6df493a2.jpg
81AOSlkDNPL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",2560,1930,64/64acb3aa.jpg
51Vei4EHzBL,"16""W x 16""D x 23.5""H; hanging length: 23.5""H. 4-light semiflush mount ceiling light; dark-bronze finish; glass beads; nonadjustable height. Traditional dark bronze mixed with layers of solid glass beads makes this the perfect semiflush mount to add a touch of glam to room or hallway.. 4 60-watt equivalent LED bulbs included. Assemble in 15–30 minutes. For indoor use only",1000,1000,0c/0ce137d2.jpg
61N69kmrUwL,Brought to you by Whole Foods Market. 10g whole grains per serving,463,500,6a/6af0a219.jpg
7168HPhsezL,"This modern loveseat sports a tufted back, a strong profile, and tapered wooden legs, giving it a minimalist yet retro feel that makes it instantly appealing. The durable upholstery and solid-wood frame make this piece both cozy and reliable.. 64.2""W x 35.8""D x 33.1""H. Solid wood frame and legs; 100% polyester upholstery. A solid wood frame and durable fabric make this loveseat as practical as it is stylish.. A tufted back adds elegance to this minimalist design.. Assemble in 15 minutes or less. Wipe clean with a soft, dry cloth.. Free returns for 30 days. 1-year warranty.",1707,2560,bb/bb9662a5.jpg
61G9pgzO+eL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Organic Low-Moisture Part-Skim Mozzarella Cheese. Proudly Wisconsin Cheese. Produced Without Added Hormones (made with milk from cows not treated with rBST). Vegetarian. USDA Certified Organic. QAI Certified Organic - If It's Organic It's Non-GMO. Keep Refrigerated",666,2560,91/91baf612.jpg
71QTPAe8LbL,"The bold round design of this black steel lantern can lend a contemporary air to any indoor or outdoor space in or around your home.. 9""W x 9""D x 25""H. Black steel lantern with clear glass shade. Stylish and functional lantern with handle for mobility. LED pillar candle included, with remote control; battery not included. Simple assembly in less than 15 minutes. Indoor or outdoor use, rated for wet locations",2560,2560,77/7799b966.jpg
81tWf0-0wqL,"1 can of Happy Belly Cream of Celery 10.5oz. Non BPA Can Lining. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2560,1624,03/031511d4.jpg
8144zogP1BL,"34""W x 40""D x 41""H; seat height: 19""H; seat depth: 21""D; back cushion height: 24""H; arm height: 25""H. Leather upholstery on a frame of kiln-dried hardwood with metal seat braces and a steel rocker base. This rocker recliner has a smooth-acting mechanism. Springs provide consistent support. Inside backs have sewn-in partitions to prevent fiber fall.. Assemble in 15 minutes or less. Wipe down with a damp cloth every month or so to remove any dirt or dust buildup.. Free returns for 30 days. 1-year warranty.",2193,2217,16/162360eb.jpg
71hSZKJO8bL,,1498,1365,7a/7a13639a.jpg
A1-dwuiiklL,,2421,2560,07/07794c52.jpg
911zcv0zfDL,"California King set includes flat sheet, fitted sheet, and 2 king-size pillowcases. Closely woven with single-ply yarns, the fabric is lightweight and soft. Lustrous, understated sheen; 6-inch hem with detailing on flat sheet and pillowcases. Recommend washing before first use; Machine wash in cold and tumble dry on low. Fitted sheet measures 72 x 84 inches and fits 18-inch deep mattresses, flat sheet measures 108 x 112 inches, and pillowcases measure 20 x 41 inches",1837,2500,75/756a2d43.jpg
71aQBPEW8SL,"Navy Blue, full-size travel umbrella closes to a compact size. Canopy automatically opens/closes at the touch of a button. Soft-grip handle for a comfortable hold; wrist strap for hands-free carrying. Measures 11-inches long when fully closed; storage sleeve included. Imported; Made of durable steel and 100% polyester",1806,1928,88/881a9b92.jpg
81eoiIb1q1L,"Fifteen 1.5-ounce snack packs. Contains cashews and coconut. Packed in the U.S.A.. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2208,1809,0d/0d0cf19e.jpg
51pko5oFy1L,"Glucosamine Complex with chondroitin sulfate and MSM. 190 tablets, a 3 month supply (taken daily at listed serving size). Made in a Good Manufacturing Practices facililty. Contains shellfish. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0389. An Amazon brand",1000,706,b4/b4f22a4c.jpg
A1OUiejSTdL,"Imagine this rug in any classic, modern or transitional room that needs a bit of texture. Handwoven in a soft-ridged pile, its subtly striated rows of contrasting colors make it distinctive and ideal for tying a room together.. 7' 5"" x 5' 3"". Flat-woven medium pile is easy to clean. Pair with rug pad (sold separately). Ships tightly rolled in a protective bag",2560,2560,00/00197a58.jpg
81gS5mrB03L,6-inch double layer cake. Double layer vanilla cake topped with vanilla butter cream frosting,1650,2560,8f/8f82bf44.jpg
A1vOXdikyAL,"This blue-and-white mosaic boasts a broken glass effect and a crisp grid pattern that would be at home in a European farmhouse. The maple frame adds a touch of natural warmth along the outside.. 20.71""H x 16.71""W x 2.6""D. Polystyrene frame; art printed on MDF; glass mosaic in front. Wall decor. Hanging materials not included. Frame included",2560,2560,0c/0c89b418.jpg
61jX702XK5L,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. What you put on your body does make a difference. Our shampoos are specially designed to be effective and delightful while also being gentle on you and on our world. Our products contain fragrances derived from essential oils and milder preservatives.. With glycerin, panthenol, argan oil and coconut oil to cleanse without drying hair.. No added Parabens, Sodium Lauryl or Laureth Sulfate.. Certified Gluten Free.",2560,985,33/33bb8f8d.jpg
91ph6QHvVmL,"Wedge-shaped floating frame for displaying photographs, art, and more. Includes two glass panes, back, and base for floating photos or prints. Display on a shelf, mantle, or desk, or give as a gift. Minimalistic, modern design won't distract from artwork. Easy to assemble. Dimensions: 7 x 9 x 3.5 Inches",2560,2560,16/16a5bad2.jpg
61HrzViiFOL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",1000,436,c9/c999e0c4.jpg
81U8rdUnSEL,"60 Mile range to access from broadcast tower; receives free HD channels including ABC, CBS, NBC, PBS, Fox, Univision and more. NOTE: Channel reception will vary depending on what's being broadcast in your area, how far away you are from broadcast towers, and your surroundings (i.e. obstructions between you and the towers). Uses state-of-the-art CleanPeak filter technology to filter out cellular and FM signals, resulting in low noise, a clearer picture and access to more channels. Supports 1080 HD and includes antenna, 30-foot precision low-loss cable, mounting brackets, and instruction manual. TIP: When connected, the amplifier can sometimes overdrive the antenna's signal and reduce signal quality. In these instances, it might help to use the antenna without the amplifier. TV antenna backed by an AmazonBasics 1-Year Limited Warranty.",2560,2424,7e/7e932a3e.jpg
A1jmYOjUKtL,"Enliven your home décor with this unique selection of contemporary-style wall art. Modern with a hint of the exotic, this captivating piece features detailed designs that create a mosaic effect. The clean blue-and-white color theme works with most home-décor color schemes.. 20.71""H x 16.71""W x 2.6""D. Art printed on MDF with a glass mosaic in front; polystyrene frame. A maple-colored frame completes this piece.. Hanging materials not included. Frame included",2560,2560,6d/6d4579e0.jpg
61u-2FdAsGL,"Adjustable-length curtain rod in Espresso (Dark Bronze) extends from 36 to 72 inches end-to-end excluding finials, 41 to 77 inches including finials. 1-inch rod diameter capable of handling heavier fabrics; can hold up to 22 pounds. Set of 2 decorative curtain holdbacks in Espresso (Dark Bronze). Adds dimension and an orderly look to drapes. Set of 7 large clip rings in Espresso (Dark Bronze) for hanging curtains from a curtain rod. Plated-steel rings fit curtain rods up to 1-inch in diameter; each curtain ring can hold up to 3 pounds",1001,1001,45/45bfee63.jpg
81fn9NzBp5L,"13""W x 13""D x 16""H. 100% stoneware. A fresh accent for a garden, patio, deck, sunroom, greenhouse, or any room in the home, this side table is made of stoneware for better chip resistance and durability.. Crafted of fine ceramic, this gray end table features a damask pattern and is suitable to use as a decorative item both indoors and out.. No assembly required. Wipe with soft, damp cloth.",2560,2163,6c/6c97f514.jpg
512dDRkAT-L,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. A convenient and nutritious addition to your shopping list, our mix of broccoli, carrots, green beans, onions, red bell peppers and mushrooms is organically grown, quick-frozen to preserve flavor and cooks up in minutes-just microwave or boil.. A good source of Vitamin A and an excellent source of Vitamin C, it's the perfect partner for your favorite stir fry sauce.. Fat Free, Low Sodium, No Sugar Added.. Certified Organic, Certified Kosher, Certified Vegan.",254,500,01/011c2e81.jpg
91OQhmzHYNL,"The bright pop of red in an otherwise black and white scene will draw attention to any wall needing a spark of color.. Modern photo print of a classic scene. Hand-stretched canvas on wood; ready to hang, all hardware included.. 24"" x 16"". Made to order",1714,2560,a7/a77aa6f4.jpg
71pBcL51dtL,"2.75-ounces of Happy Belly Ground Turmeric. Subtle, slightly bitter earthy flavor, pungent aroma. Mostly in savory dishes, but also is used in some sweet dishes, a must for curry, mustard and pickles. Common in South Asian and Middle Eastern cuisine. Kosher certified. If you like McCormick Ground Turmeric, we invite you to try Happy Belly Ground Turmeric. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2500,2500,a6/a6ad0087.jpg
