ITEM_ID,PRICE,CATEGORY_L1,CATEGORY_L2,PRODUCT_DESCRIPTION,GENDER
"da045e5a-9383-482d-956b-8a3b6d705bdc",89.99,apparel,jacket,"Warm casual coat for women for winter",F
"1bb74d0b-fe39-42f0-9870-d4195a90a32c",141.99,furniture,chairs,"Unsurpassed beige chair for your office",Any
"142a8efe-18c3-4938-9978-cc8d83e8b02e",52.99,homedecor,decorative,"This glass vase will delight everyone",Any
"12e365f0-3230-4508-a96a-1ebb361aac6d",88.99,apparel,shirt,"Checkered shirt for men",M
"1513d9f0-bb81-4b0c-bab5-20e8ea67c104",58.99,beauty,grooming,"Brush your teeth after each meal with this handy toothbrush",Any
"5b7611a0-1093-470f-8aca-7f85da315624",433.99,instruments,keys,"This upright piano is perfect for amateur and professional musicians",Any
"0cfb40f1-8122-4a30-bd6e-9524b70d30b2",70.99,housewares,kitchen,"Unsurpassed for every kitchen",Any
"39bc2d5b-0d73-4d43-8cad-9fb7fcc12e13",101.99,seasonal,christmas,"A favorite for the holidays",Any
"66e5b0a9-0cc9-47b2-b78b-8730d561a297",52.99,seasonal,valentine,"Be sure to order early for that special day",Any
"26bb732f-9159-432f-91ef-bad14fedd298",58.99,housewares,kitchen,"Unparalleled for every kitchen",Any
"3e56b2bb-d367-44bc-a694-4e8823e3bec2",6.99,groceries,vegetables,"Keep your pantry well stocked with this yummy and polyvalent veggie",Any
"98863ae7-9d5a-4b56-b3e9-3c6c053114e8",9.99,footwear,formal,"Pair of sparkly formal heels for women",F
"76fa669b-1611-4f31-8377-55c3e701ced4",95.99,instruments,wind,"This saxophone is perfect for amateur and professional musicians",Any
"90074fe9-2a80-4247-86b0-12211cf024dd",100.99,accessories,glasses,"These hip glasses for men are outstanding",M
"c102c29e-ed5a-4b27-b2ec-1a4001e6757e",84.99,accessories,bag,"This black bag for men is unparalleled for everyday use",M
"836d01d4-df2c-4f79-82f3-45c077bec73f",37.99,seasonal,easter,"A must-have for April",Any
"e592c09b-990c-4b6a-842a-71c4b2de9773",102.99,apparel,scarf,"Modish scarf for women for every occasion",F
"49c8a5bf-2e7b-4072-b0cd-f8f831f84ebc",61.99,housewares,kitchen,"A must-have for your kitchen",Any
"e1105a38-cf8f-4bbf-a1de-968b94b22b80",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"c7beb662-1cc4-4709-a420-ef768a43f6ad",55.99,apparel,scarf,"First-rate scarf for women",F
"5c0b070b-3bf1-4d2b-99a7-0906b90ca28f",58.99,housewares,kitchen,"Unparalleled for every kitchen",Any
"4fb90969-6e9b-41f5-8ff2-acde9878e868",43.99,homedecor,lighting,"This floor lamp will enhance your home",Any
"47134a61-d2cb-45f9-8016-7a1063250cce",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"dcf8a704-e158-4d3f-85eb-f72c8200ae7c",49.99,footwear,sneaker,"An all-around supercool pair of gainsboro sneakers",F
"1ff518b5-97be-45f7-bd7e-1d70484afc72",350.99,instruments,strings,"This violin will delight the most demanding musician",Any
"124eb5d1-ebd0-46a8-b753-8995a32e0ff4",798.99,furniture,sofas,"This rich sienna sofa will be the highlight of any room",Any
"657b8b5a-9899-4670-a810-98d4293f5933",174.99,apparel,shirt,"Linen Hue casual shirt for men",M
"2de31913-a3d6-4e93-a8a9-17983f24e2f8",262.99,instruments,strings,"This electric guitar will delight the most demanding musician",Any
"9c4c0c85-7275-4393-a0ad-897148d4ba9f",95.99,seasonal,christmas,"A favorite for the holidays",Any
"48504eb2-f982-44ac-919b-0555539f525d",1216.99,electronics,camera,"This camera is perfect for capturing those special moments",Any
"c424e679-0da2-4d81-afb8-f9dc5d21ce83",133.99,apparel,jacket,"Warm casual jacket for men",M
"e41db00e-517e-4030-8d7f-347d1050ae77",69.99,housewares,kitchen,"Unrivaled for every kitchen",Any
"5138061d-7f1d-437e-ab4e-87f97f4140f8",301.99,furniture,tables,"Increase your productivity with this definitive wooden worktable",Any
"8770aa6d-44e7-4219-9ab4-71b3fd828f36",57.99,homedecor,cushion,"This gray rectangular cushion is a must-have for your house",Any
"cc3edb1a-d73a-4f6a-8718-600cba7f37b4",25.99,jewelry,earrings,"Swanky earrings for women",F
"6928c229-e860-45f9-8720-45e2ea2fae2f",126.99,accessories,watch,"This ultrahip watch for women is perfect for all occasions",F
"49f1a917-d624-4aa0-a797-35dc7f925f52",120.99,apparel,scarf,"Swell scarf for men",M
"622eb4e4-4bb9-4099-bd1b-3d64b715a92e",51.99,accessories,belt,"Edgy belt for women",F
"29cf2176-3ba3-4762-b537-66bc226a7766",200.99,instruments,wind,"This trumpet will delight the most demanding musician",Any
"78cb9e53-b00a-4c44-9007-800f70d3c7b7",119.99,floral,plant,"Indoor plant grown sustainably on our organic farms",Any
"84dc124a-699d-433a-a828-5e32044c8945",53.99,footwear,boot,"Unparalleled pair of brown boots",M
"b19613c1-f717-4fa9-bf68-a94af122dd4a",4.99,groceries,dairy,"This milk is fresh from our dairy farms",Any
"ffbf120a-0b8e-41dd-bbe9-5b2a87b0c8c5",7.99,groceries,bakery,"Bread made fresh daily in our kitchens",Any
"24867f54-16ac-4d42-9440-2ffdd06942cc",39.99,seasonal,easter,"A must-have for April",Any
"3eeaa0d2-b2bf-44d6-83cf-0bd1cb7d32f3",171.99,apparel,jacket,"Warm casual jacket for women",F
"c6a2f400-09ea-4b63-b022-b5ccc3601739",83.99,apparel,jacket,"Warm casual leather jacket for men",M
"710d86b7-71d6-4acc-973f-443f3ffbc812",66.99,floral,plant,"Drought-resistant indoor plant delivered fresh and vibrant from our growers",Any
"95aa9d7e-4b6d-4b44-a7a1-1b223dff08c1",45.99,seasonal,easter,"A favorite for early April",Any
"4adabef5-293b-42c0-b6d1-1cf853f6391d",10.99,books,travel,"Plan your next trip with this essential reference book on China",Any
"9be3c754-d792-4b9a-80e4-988130797bb1",44.99,seasonal,easter,"A favorite for early April",Any
"627ae565-6464-41a9-9562-aac81a4b62ef",94.99,furniture,chairs,"Relax in this nice dark gray armchair",Any
"977d3ee7-3a40-4043-8164-c7f66e384940",101.99,accessories,handbag,"Light gray handbag that works with all outfits",F
"d56b362e-5d34-4f5f-aa3d-2724ec45b569",3.99,groceries,vegetables,"This tasty veggie is a must-have in every pantry",Any
"d2c48852-0c49-457c-bbf1-89de447ef4bb",19.99,outdoors,kayaking,"This paddle will improve your kayaking",Any
"bb7d8938-2183-4556-a6af-c3761c094711",132.99,accessories,backpack,"Yellow backpack for men",M
"d23b8ca9-cd3d-4e92-958c-922cfcd8fb29",99.99,accessories,handbag,"This black dressy handbag is quintessential",F
"ddae863a-5c80-4f88-a57c-d0296668220e",174.99,furniture,tables,"Unparalleled sienna worktable for your office",Any
"af2aba3d-c9f6-46e1-95db-100fc1a73726",71.99,housewares,kitchen,"A must-have for your kitchen",Any
"75cb828e-ccc5-41ff-9bdd-9ac3dc7740aa",142.99,furniture,dressers,"Unequaled white dresser with two drawers is a must-have",Any
"54b32288-cfad-4422-9ed2-4f852c178469",155.99,footwear,boot,"This pair of dark brown boots is outstanding for the season",M
"b889fa0e-bbba-4e93-a41e-eff046a14073",1061.99,electronics,camera,"This camera is perfect for capturing those special moments",Any
"58e99e9e-8f17-4bda-a82c-f08d3eddacb3",87.99,accessories,handbag,"This saddle brown dressy handbag is quintessential",F
"e723e9ec-ca6b-44c0-9415-fe85e007bf45",103.99,seasonal,christmas,"A must-have for the holidays",Any
"ead8e13f-9f00-45c6-8c60-9f52359af39e",79.99,apparel,scarf,"Trendy scarf for men",M
"fb59921d-39ac-4c6d-b3af-8debc5ad8255",80.99,homedecor,clock,"This wall clock is a must-have",Any
"dfee5337-9791-4d76-b4e3-7b9ea3825dfe",15.99,groceries,seafood,"Delish atlantic salmon, always sourced sustainably",Any
"788ef0b7-8aeb-4579-84d2-53d7592c7a9e",18.99,homedecor,lighting,"This jar candle is a must-have for the lighting of your home",Any
"b6296602-fa74-4b2c-94d4-e6a67d7aaac9",425.99,furniture,sofas,"Definitive slate gray sofa for any room",Any
"cf6ac765-0075-4c93-ad79-f36865523b42",11.99,groceries,bakery,"This delicious cream cake will delight everyone",Any
"8f08be25-5967-4a2f-82b5-324393201611",56.99,homedecor,cushion,"This dark slate gray set cushion is a must-have for your house",Any
"a6f43f84-a89a-446f-8adc-8b1a23a30a81",3.9,"food service",sandwiches/wraps,"Exotic and healthy, grape-vine leaves stuffed with rice... and spice",Any
"2a0a5c7b-ca68-4abf-9798-18ffb706832b",414.99,furniture,sofas,"This lavish sienna sofa will be the highlight of any room",Any
"dc161c25-cb7b-4654-8abd-df7b6a9c0b43",56.99,housewares,kitchen,"Unsurpassed for every kitchen",Any
"4988dd94-cb08-4dac-bddc-36551d08808c",55.99,homedecor,decorative,"This wiker basket is a must-have for your home decor",Any
"e65ebcd0-dd43-4fe6-a54a-9e23afbd19fb",94.99,accessories,handbag,"This light pink handbag is a outstanding dressy companion",F
"55988ddb-e48f-4cb0-9474-93c4abba4f0f",9.99,electronics,camera,"Camera for amateurs and professonals",Any
"664a48cc-983d-489d-a7dd-421c676477e8",298.99,instruments,microphone,"This high definition microphone can be relied upon in every situation",Any
"30da015d-6f04-4b45-aacb-82e1f0e9c0fc",96.99,apparel,shirt,"Trendy dressy shirt for men",M
"df8e287c-867b-4b4d-bf27-e3055afa2a16",239.99,furniture,tables,"Increase your productivity with this unsurpassed dark khaki worktable",Any
"6077dc55-683e-4261-9397-df2c615811a8",93.99,apparel,scarf,"First-class scarf for women",F
"e2a60c0c-de0c-49d0-b66f-cf6406058797",13.99,groceries,meat,"Our beef is raised sustainably by our farmers",Any
"a0becbed-a117-4a4e-8dfd-742897cdd758",97.99,seasonal,christmas,"A favorite for the holidays",Any
"666859d9-cb7f-4f52-ab9a-ff1132574593",25.99,groceries,seafood,"Delicious shrimp, always sourced sustainably",Any
"32bc7c48-685e-4029-809e-6cfee53a83e9",9.99,footwear,formal,"Pair of white formal heels for women",F
"12570071-cd7f-4dac-b70e-7878f4c41967",135.99,seasonal,christmas,"A favorite for the holidays",Any
"c42ac631-be45-436f-a3cc-fedf5bf9d1ca",107.99,homedecor,clock,"This pocket clock is a must-have",Any
"e3be2ea9-6d88-43be-aa1b-9d498c67ce26",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"462c7968-3fc8-4ce4-aef2-b732e87ac895",74.99,outdoors,fishing,"Dependable and easy to use fishing reel",Any
"1daacea7-7d46-464a-8326-ed81951fecab",65.99,housewares,kitchen,"Unequaled for every kitchen",Any
"3d8bb35f-761d-43a8-84a5-d7beff8bc8c0",15.99,groceries,meat,"Our pork is organic and raised sustainably",Any
"68be8b14-ffc4-40a8-b4d6-eec43bd0f4d8",159.99,furniture,chairs,"Increase your productivity with this nice crimson office chair",Any
"4bfeb922-d23e-4288-92c6-c4d27bba5ed2",85.99,outdoors,fishing,"Trustworthy fishing Lure for every angler",Any
"fad47cae-2242-47e4-a999-34fc41dd6ed6",16.99,homedecor,decorative,"This wiker basket will delight everyone",Any
"a3a40b11-89eb-4492-96e2-4cf1ffeb3f58",84.99,accessories,watch,"This hip watch for men is unrivaled everyday",M
"a74abb1e-026e-43ea-a5ba-233cdd114637",124.99,jewelry,bracelet,"A groovy bracelet for men",M
"ac099a60-9187-4d4f-97b4-6bdfb14ba521",11.99,books,travel,"Plan your next trip with this essential reference book on Iceland",Any
"c3c32c14-e357-431f-a5ca-ae00a969ee84",489.99,instruments,strings,"This acoustic guitar is perfect for amateur and professional musicians",Any
"2f79af83-a6d5-46ab-aed7-3b02ba579ac8",132.99,accessories,handbag,"This gray handbag is a outstanding dressy companion",F
"4a07c36b-f4e7-4cc1-919e-e48563c1ad61",120.99,seasonal,christmas,"A favorite for the holidays",Any
"959f89a4-6a5a-469e-85cf-567d9a6ff831",51.99,seasonal,easter,"A favorite for early April",Any
"8d9a2cf8-b8fc-40c6-a5a4-cec5a729deed",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"92caea3c-23c8-4bb0-8a4b-43372adafaae",128.99,accessories,handbag,"Dark salmon handbag for those dressy occasions",F
"b1611948-8438-4332-bfed-8742c2780620",10.99,groceries,bakery,"Donuts made fresh daily in our kitchens",Any
"9a905b67-bcca-4445-aeea-ae3146e1cf0d",145.99,jewelry,necklace,"First-rate necklace for women",F
"8ea787f8-cdf1-49bb-a788-e7349244f55f",86.99,furniture,chairs,"Definitive light slate gray chair for your office",Any
"408410b1-8914-4d3c-aebf-4375d7c36feb",21.99,seasonal,easter,"A must-have for April",Any
"6c273684-b5ee-4fe5-9d6b-9da887a75e69",194.99,apparel,jacket,"Well-insulated casual jacket for men",M
"a3ad25e8-c9c3-459a-a853-c26a0ad837eb",133.99,accessories,backpack,"This gainsboro backpack is incomparable for the season",Any
"d3d208d3-27ca-49af-b195-15a6e2b4ad24",121.99,jewelry,necklace,"Sassy necklace for women for any occasion",F
"36b48063-8713-414b-b09c-f077c47e109e",65.99,housewares,kitchen,"Incomparable for every kitchen",Any
"c4122bb5-b190-4932-b686-9b35f50bb06d",31.99,housewares,bowls,"Sophisticated aluminum bowl for every occasion",Any
"4145a8e5-1cb8-45c5-9c9e-97fa7ee5cc20",135.99,floral,bouquet,"Wedding bouquet grown sustainably on our organic farms",Any
"31f69124-fa40-4a08-9d6c-9363c7f9d29b",103.0,beauty,grooming,"You get a whole bunch of stuff and it is super good quality too.",F
"65e1842f-0cbf-4a8a-a30e-b5de1e2b6bcd",9.99,footwear,sandals,"Supercool pair of sandals for women",F
"7bf49f2c-e8d3-4ace-91dc-9ccca4de3116",93.99,floral,plant,"Drought-resistant indoor plant delivered fresh and vibrant from our growers",Any
"881659ef-117e-4109-b6b9-34758cce38c8",93.99,footwear,boot,"Unequaled pair of black boots",M
"665c1282-d2e2-40b9-9905-189675663f49",57.99,seasonal,easter,"A must-have for April",Any
"335cb058-b670-42d0-89a8-305fe91291cf",181.99,furniture,tables,"Increase your productivity with this unequaled pale gray worktable",Any
"a87aa681-f9bb-48a7-9d79-4aafc7b6d6db",276.99,furniture,tables,"Hip light gray accent table to enhance your room",Any
"58e30b36-a90a-44e6-8d3c-7e613106e492",9.99,footwear,formal,"Pair of saddle brown formal shoes for men",M
"00225258-dbfb-4103-a573-007386571a49",16.99,seasonal,easter,"A must-have for April",Any
"01b24cde-af53-4629-b7f0-0965f795b870",95.99,accessories,backpack,"Sienna men's backpack for wandering everywhere during the season",M
"d142cebb-ce35-4581-8285-6e54171c23d9",7.99,groceries,bakery,"Cookie made fresh daily in our kitchens",Any
"eeefc925-4e17-4244-b8c7-068daa8fc3d3",235.99,apparel,shirt,"Sassy crimson casual shirt for women",F
"17b69fda-f8a8-4523-9181-3e3e65887a97",57.99,floral,bouquet,"Wedding bouquet grown sustainably on our organic farms",Any
"e61bf678-89b5-4214-80db-a5cf4539c541",148.99,jewelry,bracelet,"This bracelet for men is sure to show a spirited personality",M
"a6183f9b-75dc-4dd3-9a1e-3d0fbb0e49f1",89.99,accessories,watch,"Sassy watch for women",F
"24ea4618-c6a5-4f9a-8d99-6a5b2a4523e0",9.99,footwear,formal,"Pair of black heels for women",F
"dd433903-6142-4b27-8736-8f19f6ddc07f",900.99,furniture,sofas,"Enjoy this comfy gray sofa",Any
"e93b7954-1a99-4523-8323-7c754c06ae39",51.99,homedecor,cushion,"This cadet blue square cushion is very soft",Any
"4f9e1247-5342-4a79-ae6d-e53d083840a8",15.99,books,travel,"Plan your next trip with this essential reference book on Britain",Any
"252ad448-0031-4705-8ec8-d43ad8df9d71",24.99,tools,set,"Essential set for every craftperson",Any
"58407569-aaa8-40b4-8da0-13f6ffb18faf",11.99,groceries,bakery,"This delish pecan pie is made fresh every day",Any
"40c1a10f-c9d4-45df-8b81-1b9bc7ab9fd8",102.99,apparel,scarf,"Trendy scarf for women for every occasion",F
"59924a8d-3168-4a39-80f2-0d94283fd6d5",281.99,furniture,tables,"Unrivaled burlywood worktable for your office",Any
"36c8e225-7568-4be9-a94a-c79f9e445e7f",14.99,apparel,socks,"Plush dressy socks",F
"72323ce2-4ce8-41c1-9ffd-099748b6bc1d",59.99,homedecor,decorative,"This wiker basket will delight everyone",Any
"a9d6ceb2-92da-4523-af26-8df87ca7569f",7.99,groceries,vegetables,"Keep your pantry well stocked with this tasty and polyvalent veggie",Any
"aca48197-40cf-47b1-8eb3-ceeb29f7f23e",101.99,furniture,chairs,"Ideal black chair for your office",Any
"b803aff7-6e4b-4beb-8d1d-dc7fe609274d",9.99,electronics,computer,"Laptop computer for your computing needs",Any
"9fd8702a-7c00-4dd4-9813-1970dfcdffcb",8.99,groceries,bakery,"Bagel made fresh daily in our kitchens",Any
"a7015a02-8d80-4c1a-b5c9-e4be85b32c3b",9.99,footwear,sandals,"This ultracool pair of sandals for men is perfect for the summer",M
"4f13bb6a-20f0-4067-a33d-6585b3cd26f2",26.99,books,cooking,"Learn to cook Chinese cuisine with these easy recipes",Any
"bb17aef4-a862-4f3f-bf77-fd2721743698",105.99,floral,centerpiece,"Centerpiece grown sustainably on our organic farms",Any
"53ec1efb-0deb-48cf-96a3-7a7342b78608",8.99,tools,plier,"Essential plier for every craftperson",Any
"6ae04681-0217-46c7-a34c-a3e74c96a1fe",278.99,furniture,dressers,"This unequaled dresser has two drawers to organize all your items",Any
"d826bc9c-a212-49b0-b5f9-e18c631fc5db",56.99,housewares,kitchen,"A must-have for your kitchen",Any
"f95a0ee3-8ab6-4061-bef2-3578c6b5b7f0",98.99,accessories,backpack,"This black backpack for men is unequaled for exploring all over",M
"274a765d-a58d-4d09-b9a8-8cd92739525c",58.99,housewares,bowls,"This superb ceramic bowl is a must-have",Any
"1d3ae532-f790-44ca-a8e8-f55aa9b66526",75.99,accessories,backpack,"This purple backpack for women is flawless for the season",F
"17098976-d5cc-4470-b4b4-bdaed34ae6a0",302.99,furniture,tables,"Definitive white worktable for your office",Any
"77a73995-ee61-4793-b48c-f9e1125fbce4",89.99,floral,centerpiece,"Centerpiece delivered fresh and vibrant from our growers",Any
"807e17f3-5daf-41c3-a07f-dbf6d48af7d9",91.99,electronics,speaker,"These high fidelity speakers are unparalleled for your music room",Any
"3c3811ae-7c45-48d3-98c9-17993f7c8601",42.99,homedecor,decorative,"This rattan basket is a must-have for your home decor",Any
"4509f2ec-2ed9-4906-ab6c-97f8f945defb",187.99,apparel,jacket,"Dressy jacket for women about town",F
"26f3ac16-179b-4886-8ace-e9e83855e86b",125.99,jewelry,necklace,"Swell necklace for everyday wear",M
"31c66849-210f-4545-9417-da017ded65a1",20.99,groceries,seafood,"Delish cooked oysters, always sourced sustainably",Any
"66725b05-5d69-48f5-bafc-883957a493d1",192.99,instruments,wind,"This french horn is perfect for amateur and professional musicians",Any
"d5c6f4d1-08af-4013-b765-df05fe9d35b7",83.99,floral,plant,"Drought-resistant indoor plant grown sustainably on our organic farms",Any
"816a7312-8ddd-46da-afef-a85c09550739",64.99,jewelry,necklace,"Flawless necklace for women",F
"73d86619-0add-438e-831d-596562004a49",13.99,housewares,bowls,"This classic ceramic bowl is a must-have",Any
"44808231-a5a2-4de8-8cd1-724becb8455d",9.99,groceries,bakery,"Bagel made fresh daily in our kitchens",Any
"51de6572-fb70-4e41-8150-c107fd4a2763",74.99,electronics,headphones,"This high fidelity pair of headphones is unrivaled in clarity",Any
"466a4ff2-f255-41a5-a83b-9d48443c724e",110.99,seasonal,christmas,"A must-have for the holidays",Any
"ab3daef9-987d-41ae-a668-af4732b2596e",45.99,seasonal,halloween,"Be sure to order early in October",Any
"c0a8f249-ed54-4860-8417-5875beffbcf1",103.99,accessories,glasses,"These trendy glasses for men are unequaled",M
"97b25afe-68ca-445d-a276-dc7e09df575d",184.99,instruments,keys,"This upright piano will delight the most demanding musician",Any
"fd883945-a5cb-4c96-a749-c4d70709d909",52.99,seasonal,valentine,"Be sure to order early for that special day",Any
"b20ba076-58a7-4602-9b56-4bee46e98388",5.0,"food service",nachos,"The best nachos north of Mexico",Any
"a305fb28-5093-43c2-8c34-682f5520c132",67.99,housewares,kitchen,"A must-have for your kitchen",Any
"bd1c42ea-cf80-4bb0-9bab-847789889991",9.99,electronics,camera,"Camera for amateurs and professonals",Any
"dfe8e597-14f3-48af-b86b-cfd80f2321cf",321.99,furniture,tables,"Increase your productivity with this incomparable wooden worktable",Any
"d8bed77a-c906-4f06-aeb1-04c3557f2e8e",32.99,homedecor,cushion,"This square cushion is a must-have for your house",Any
"1fc0e7ef-b623-4b1e-90c1-5cadda765301",42.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"c624d6a6-4269-4e2e-a172-4ae9da16533c",120.99,jewelry,necklace,"This swanky necklace for women will be noticed by all",F
"67438f99-65f6-4788-827c-0e69538f29c6",360.99,instruments,strings,"This electric guitar is perfect for amateur and professional musicians",Any
"76507db4-0b67-4c86-b634-f3f1a479124c",426.99,instruments,strings,"This electric bass will delight the most demanding musician",Any
"0485ddb0-0112-4a31-afe0-75f9ddf6e14f",100.99,accessories,handbag,"This pink dressy handbag is outstanding",F
"629a89c1-8cd2-4629-93ab-85a3502a050f",51.99,floral,centerpiece,"Centerpiece grown sustainably on our organic farms",Any
"b049bbc2-5f2f-4315-8695-f06731a36448",35.99,seasonal,easter,"A favorite for early April",Any
"1f8f1c68-aecd-4af0-adc2-965e09d91a84",372.99,instruments,microphone,"This accurate microphone can be relied upon in every situation",Any
"ba0c2cb6-26b8-488f-81ad-0fa52eb04940",9.99,tools,axe,"This axe is a must-have for your toolbox",Any
"e9daa7cd-8230-4544-9f07-86fa84d7c3c1",119.99,jewelry,bracelet,"This bracelet for men is sure to show a spirited personality",M
"57497543-af19-4367-88e2-a178530c96e9",111.99,seasonal,christmas,"A must-have for the holidays",Any
"e51f4c9b-ecdb-40db-8d8b-7d61f1fb2890",213.99,apparel,shirt,"Sassy black casual shirt for women",F
"79547d73-7092-48cb-98c4-f6024594d115",9.99,footwear,sandals,"This sassy pair of sandals for woman is perfect for the summer",F
"8bd4bfdd-eaa6-472c-9e8e-c29f85f4b9c5",404.99,instruments,strings,"This violin will delight the most demanding musician",Any
"de81e406-4fee-4934-9274-31b8b4acf002",72.99,housewares,kitchen,"A must-have for your kitchen",Any
"8c64c1c1-87fc-4a95-b3cc-1d13f0f54db7",96.99,instruments,keys,"This grand piano is perfect for amateur and professional musicians",Any
"09920b2e-4e07-41f7-aca6-47744777a2a7",9.99,beauty,grooming,"A must-have in every bathroom",F
"cf9e2ee4-476b-40d9-bc61-f866fc436520",237.99,instruments,percussion,"This acoustic drum is perfect for amateur and professional musicians",Any
"41c0efc4-35ea-4844-bf77-f45275c5a18d",165.99,instruments,strings,"This acoustic guitar is perfect for amateur and professional musicians",Any
"28c5c21b-81c0-4ff7-85b5-a7367cb9c6db",8.99,groceries,bakery,"Cookie made fresh daily in our kitchens",Any
"fdf9d37f-2115-4004-99f2-0d56f8e5d016",141.99,accessories,backpack,"Leather backpack for men",M
"d46b88f8-98dd-49aa-8ac2-f127aea04c8a",47.99,seasonal,valentine,"Be sure to order early for that special day",Any
"61697f16-9198-4d1a-89a5-e43386c2b759",83.99,floral,plant,"Drought-resistant indoor plant delivered fresh and vibrant from our growers",Any
"c3b74175-5751-441c-b4a1-c0d9096edf43",168.99,furniture,tables,"Unparalleled wooden dining room for the whole family",Any
"68ba7c82-7669-4810-b3f7-44215fc4248b",160.99,furniture,dressers,"Unrivaled white dresser with lots of drawers is a must-have",Any
"8ac10473-effb-464a-9270-b9108f72f401",62.99,floral,wreath,"Wedding wreath delivered fresh and vibrant from our growers",Any
"6095dabe-0311-476c-b537-84f6f3dc2d75",14.99,books,travel,"Plan your next trip with this essential reference book on Italy",Any
"b874dde3-1102-46a9-8a6c-28981ac151a8",349.99,furniture,tables,"Fashionable gainsboro accent table to enhance your room",Any
"d41bcce7-a956-416a-bac8-ff8dd6c37387",80.99,seasonal,christmas,"A must-have for the holidays",Any
"3293c333-10c8-4837-a07d-d8cd9e0f9bf8",120.99,furniture,dressers,"This unequaled dresser has lots of drawers to organize all your items",Any
"2a06c3e0-e349-496b-a549-da1b61a50b7a",474.99,electronics,television,"This television is perfect for every room",Any
"9e798d24-65b8-42ee-b592-21afe2a23b07",82.99,furniture,chairs,"Relax in this comfy dark slate gray armchair",Any
"3491deff-c0fe-4065-abbc-72b507da84b2",80.99,accessories,backpack,"Unicorn backpack for women",F
"8f2f2822-09eb-4985-ad5a-05a22ab69b6e",75.99,housewares,kitchen,"Outstanding for every kitchen",Any
"95c8bc73-c135-4d79-89fe-b53a36c99a08",73.99,housewares,kitchen,"Unsurpassed for every kitchen",Any
"48941756-e6c4-4b45-a869-c4f33daccdeb",111.99,furniture,chairs,"Relax in this nice yellow armchair",Any
"01a8978b-2a84-4dbd-acc4-aff74a468681",58.99,homedecor,decorative,"This ceramic vase will delight everyone",Any
"642a675e-49e1-477a-97d8-6852380988b2",145.99,jewelry,bracelet,"A dandyish bracelet for men",M
"9ab6eb6e-665d-4517-9761-3fe560c91a1e",198.99,apparel,jacket,"Well-insulated winter jacket for men",M
"3bd3c619-58a4-4ea0-9c1a-c85e7a3a5c39",69.99,apparel,scarf,"Trendy scarf for men",M
"63074efc-388e-4505-b984-5b25a4441299",22.99,beauty,bathing,"Enjoy the fragrance of this sublime soap",Any
"2ea02e11-d1d4-4f8b-a5ec-8a94860a07ca",358.99,instruments,percussion,"This acoustic drum will delight the most demanding musician",Any
"0a6050fc-5980-4afb-ad5b-6292fc651438",157.99,jewelry,necklace,"This spiffy necklace for women will be noticed by all",F
"5de6e270-2929-42e6-988f-54f5f2d19a6f",168.99,furniture,chairs,"Incomparable white chair for any dining room",Any
"c9ff5b53-f57c-4bca-95ef-456d957073cd",105.99,floral,bouquet,"Wedding bouquet grown sustainably on our organic farms",Any
"c4ccb793-988a-46d9-bb54-8d58ca35213c",98.99,apparel,scarf,"Dandyish scarf for men",M
"d09c5232-bdcb-478c-a181-126a0d618720",63.99,housewares,kitchen,"Incomparable for every kitchen",Any
"9802c245-7bca-4541-b68e-008df7673639",9.99,footwear,formal,"Pair of tan formal shoes for women",F
"1bcb66c4-ee9d-4c0c-ba53-168cb243569f",9.99,beauty,grooming,"A must-have in every bathroom",F
"5c7c00f5-37fa-4fab-95f8-f6982401f762",11.99,books,travel,"Plan your next trip with this essential reference book on Sweden",Any
"8482ba2e-0ba9-46a7-97b0-0a992f10d1b1",84.99,floral,plant,"Drought-resistant indoor plant delivered fresh and vibrant from our growers",Any
"053664ca-8056-4d71-b609-5211976554c3",37.99,seasonal,valentine,"Be sure to order early for that special day",Any
"11b36e89-6771-4cd0-9a3b-e6bb9025b825",111.99,floral,arrangement,"Daisies arrangement grown sustainably on our organic farms",Any
"1b997958-e55c-4e1d-9764-ae969504b94d",367.99,outdoors,kayaking,"This bold kayak will take you everywhere",Any
"7a935ba6-f5a2-4253-916a-1c1f6dd9a6fe",320.99,furniture,tables,"This modish wooden accent table will enhance any room",Any
"9ea37ad0-83fb-4b65-90aa-ccbda392b39d",67.99,housewares,kitchen,"Unparalleled for every kitchen",Any
"0646b83c-03a2-4efe-a21a-a408c4b0de49",5.99,groceries,bakery,"Cupcake made fresh daily in our kitchens",Any
"0c4379af-964a-451b-8c57-255194f653af",327.99,instruments,keys,"This upright piano is perfect for amateur and professional musicians",Any
"aea126a0-ecc4-4eaf-847f-76841535b3a9",43.99,seasonal,valentine,"A must-have for that special day",Any
"f3c68691-2d92-492f-81d1-726e93788751",13.99,groceries,seafood,"Flavorful atlantic salmon, always sourced sustainably",Any
"7b56f6cc-5f6d-41a1-b98c-a128aaff24a7",51.99,homedecor,lighting,"This hanging lamp is a must-have for the lighting of your home",Any
"82aa8f53-3556-4fb9-aeed-547a4ea726ff",14.99,groceries,seafood,"Delish crab, always sourced sustainably",Any
